credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,es_moroso,probabilidad_mora,prediccion_mora,fecha_id
CR000181,CL00174,2024-09-03,Crédito consumo digital,650000,3,0.0223,226000,App,761,0.1412,Automática,Finalizado,0,0.5472802159596853,1,20240903
CR000182,CL00175,2026-01-15,Crédito libre inversión,1350000,3,0.0273,475000,App,758,0.2411,Automática,Activo,0,0.393376871932369,0,20260115
CR000183,CL00176,2025-05-19,Crédito consumo digital,1350000,12,0.0314,137000,App,900,0.0521,Automática,Activo,0,0.45449879386778924,0,20250519
CR000184,CL00178,2024-09-05,Avance de nómina,1300000,24,0.0318,78000,App,831,0.0263,Automática,Activo,0,0.19315263710878902,0,20240905
CR000185,CL00180,2025-10-26,Crédito libre inversión,2350000,6,0.0182,417000,Web,875,0.1404,Automática,Finalizado,0,0.23578798971980927,0,20251026
CR000186,CL00181,2025-11-28,Crédito libre inversión,4400000,12,0.0203,417000,Aliado,900,0.086,Automática,Activo,0,0.4114521534163771,0,20251128
CR000187,CL00182,2024-10-29,Crédito consumo digital,7650000,3,0.0271,2689000,Web,787,0.693,Excepción,Mora moderada,1,0.7627551698498007,1,20241029
CR000188,CL00183,2025-11-11,Crédito consumo digital,400000,12,0.0246,39000,App,804,0.0639,Automática,Activo,0,0.49429926306706157,0,20251111
CR000189,CL00183,2025-03-17,Microcrédito,1050000,12,0.0308,106000,Web,673,0.1738,Automática,Mora moderada,1,0.5577076704976137,1,20250317
CR000190,CL00183,2025-05-22,Crédito consumo digital,250000,9,0.0342,33000,App,786,0.0541,Automática,Finalizado,0,0.5606009150894029,1,20250522
CR000191,CL00184,2024-05-09,Avance de nómina,650000,12,0.0262,64000,Web,728,0.0322,Automática,Finalizado,0,0.7062208408297197,1,20240509
CR000192,CL00185,2026-01-11,Crédito libre inversión,2400000,6,0.0306,444000,App,826,0.1362,Automática,Activo,0,0.47959508728775263,0,20260111
CR000193,CL00186,2025-01-26,Crédito consumo digital,1400000,18,0.025,98000,Call center,900,0.0222,Automática,Mora severa,1,0.49379112653502033,0,20250126
CR000194,CL00186,2024-05-04,Crédito consumo digital,4550000,6,0.0246,825000,App,836,0.1871,Automática,Finalizado,0,0.5580606926400009,1,20240504
CR000195,CL00188,2025-02-25,Crédito consumo digital,1450000,3,0.0291,512000,App,900,0.2107,Automática,Finalizado,0,0.3714293403988877,0,20250225
CR000196,CL00189,2024-03-24,Avance de nómina,900000,3,0.0312,319000,App,768,0.1498,Automática,Mora moderada,1,0.5505330277739833,1,20240324
CR000197,CL00190,2025-05-28,Crédito libre inversión,2150000,12,0.0269,212000,Call center,854,0.1065,Automática,Activo,0,0.48869829920886454,0,20250528
CR000198,CL00190,2025-09-21,Microcrédito,3100000,6,0.0433,598000,Aliado,868,0.3005,Automática,Mora moderada,1,0.4872201004987992,0,20250921
CR000199,CL00191,2025-11-06,Crédito libre inversión,3350000,12,0.022,321000,App,849,0.1249,Automática,Activo,0,0.4949775050426939,0,20251106
CR000200,CL00192,2024-06-18,Crédito consumo digital,700000,3,0.0331,249000,Web,839,0.0886,Automática,Mora moderada,1,0.49693414729569013,0,20240618
CR000201,CL00193,2025-11-07,Crédito libre inversión,3250000,6,0.0284,597000,App,682,0.4489,Manual,Mora severa,1,0.8276389769248763,1,20251107
CR000202,CL00194,2025-12-13,Crédito libre inversión,13800000,9,0.0244,1726000,App,900,0.3736,Manual,Activo,0,0.3637028005929739,0,20251213
CR000203,CL00194,2025-09-11,Crédito consumo digital,1700000,9,0.0277,216000,App,858,0.0468,Automática,Activo,0,0.1945824290458651,0,20250911
CR000204,CL00195,2025-06-07,Microcrédito,6950000,3,0.0341,2477000,App,809,0.7097,Excepción,Finalizado,0,0.6187201740694191,1,20250607
CR000205,CL00196,2024-08-04,Crédito consumo digital,1650000,12,0.0225,158000,App,770,0.0656,Automática,Mora moderada,1,0.5421854044454701,1,20240804
CR000206,CL00197,2024-02-28,Crédito consumo digital,2150000,12,0.0341,221000,App,900,0.05,Automática,Finalizado,0,0.1417539759937659,0,20240228
CR000207,CL00198,2024-03-30,Crédito consumo digital,800000,3,0.0253,280000,App,792,0.1167,Automática,Finalizado,0,0.21936751951079742,0,20240330
CR000208,CL00199,2026-03-19,Crédito libre inversión,1650000,12,0.0238,160000,Web,576,0.1231,Manual,Activo,0,0.4109939370181917,0,20260319
CR000209,CL00200,2025-11-17,Avance de nómina,250000,18,0.0293,18000,App,759,0.0178,Automática,Activo,0,0.5550406475301733,1,20251117
CR000210,CL00200,2025-12-19,Crédito libre inversión,250000,12,0.0216,24000,App,713,0.0238,Automática,Activo,0,0.5607717717540445,1,20251219
CR000211,CL00200,2024-11-13,Crédito libre inversión,1000000,6,0.0329,186000,Web,836,0.1842,Automática,Finalizado,0,0.7158842712247732,1,20241113
CR000212,CL00202,2025-11-24,Crédito libre inversión,5000000,12,0.0327,511000,Web,831,0.212,Automática,Activo,0,0.43686431618648514,0,20251124
CR000213,CL00203,2025-04-12,Crédito consumo digital,1400000,12,0.0234,135000,Aliado,900,0.0458,Automática,Finalizado,0,0.30022475173736773,0,20250412
CR000214,CL00204,2025-03-27,Crédito libre inversión,23300000,6,0.0239,4214000,App,900,0.548,Manual,Finalizado,0,0.2422972439250963,0,20250327
CR000215,CL00205,2024-08-26,Microcrédito,2900000,9,0.0278,369000,App,822,0.1597,Automática,Finalizado,0,0.6591667913854562,1,20240826
CR000216,CL00205,2024-04-11,Crédito consumo digital,550000,6,0.0288,101000,Aliado,900,0.0437,Automática,Finalizado,0,0.5666280822900891,1,20240411
CR000217,CL00206,2023-06-10,Crédito consumo digital,950000,6,0.0351,178000,App,888,0.0886,Automática,Finalizado,0,0.49400970139648026,0,20230610
CR000218,CL00207,2025-09-23,Crédito libre inversión,3350000,12,0.0244,325000,App,853,0.1236,Automática,Activo,0,0.4553480937465635,0,20250923
CR000219,CL00207,2025-03-23,Crédito libre inversión,4500000,6,0.0282,826000,App,868,0.3141,Automática,Finalizado,0,0.5388786470445369,1,20250323
CR000220,CL00208,2026-01-03,Crédito libre inversión,3500000,12,0.0274,346000,Web,816,0.1485,Automática,Mora moderada,1,0.4489231192295611,0,20260103
CR000221,CL00209,2024-08-23,Microcrédito,5000000,24,0.0346,310000,App,900,0.1319,Automática,Mora moderada,1,0.6595048225458544,1,20240823
CR000222,CL00210,2026-01-25,Crédito libre inversión,7300000,3,0.0226,2544000,Web,900,0.4855,Manual,Finalizado,0,0.12212002447509596,0,20260125
CR000223,CL00210,2026-01-20,Crédito libre inversión,5800000,3,0.0336,2065000,App,888,0.3941,Manual,Finalizado,0,0.14759798870474003,0,20260120
CR000224,CL00211,2025-11-10,Crédito consumo digital,1550000,6,0.0303,286000,Call center,861,0.0897,Automática,Activo,0,0.3363805094450178,0,20251110
CR000225,CL00212,2025-08-05,Crédito consumo digital,400000,12,0.0358,42000,App,746,0.0333,Automática,Mora moderada,1,0.8109650505402614,1,20250805
CR000226,CL00212,2026-02-16,Crédito libre inversión,1000000,3,0.0274,352000,App,721,0.2794,Automática,Activo,0,0.3473185718876072,0,20260216
CR000227,CL00214,2025-08-25,Microcrédito,2250000,6,0.0424,433000,Call center,874,0.1575,Automática,Finalizado,0,0.4578326118195837,0,20250825
CR000228,CL00214,2025-03-13,Crédito consumo digital,2350000,6,0.0236,425000,Aliado,860,0.1545,Automática,Mora moderada,1,0.6177957025608556,1,20250313
CR000229,CL00215,2025-11-21,Crédito consumo digital,500000,9,0.0222,62000,App,794,0.0405,Automática,Activo,0,0.4051248507150029,0,20251121
CR000230,CL00215,2026-02-06,Crédito consumo digital,550000,3,0.0384,198000,Web,780,0.1294,Automática,Activo,0,0.28029510621101283,0,20260206
CR000231,CL00216,2025-08-13,Crédito consumo digital,800000,6,0.0374,151000,App,800,0.0786,Automática,Mora moderada,1,0.6342027687450037,1,20250813
CR000232,CL00217,2024-02-24,Microcrédito,2650000,12,0.0332,271000,Aliado,844,0.0695,Automática,Mora moderada,1,0.4647779752157727,0,20240224
CR000233,CL00217,2024-02-07,Crédito libre inversión,7700000,18,0.0288,554000,Aliado,900,0.1421,Automática,Finalizado,0,0.45048398088027397,0,20240207
CR000234,CL00218,2024-10-05,Avance de nómina,250000,3,0.0307,88000,App,783,0.0579,Automática,Finalizado,0,0.5037954934480732,1,20241005
CR000235,CL00219,2023-11-06,Crédito libre inversión,5300000,24,0.031,316000,App,842,0.0806,Automática,Mora severa,1,0.5808034401761603,1,20231106
CR000236,CL00220,2024-01-20,Crédito consumo digital,1550000,9,0.0244,194000,Aliado,835,0.0956,Automática,Finalizado,0,0.3616560100728989,0,20240120
CR000237,CL00221,2025-12-28,Crédito consumo digital,3950000,6,0.0224,711000,App,855,0.1943,Automática,Activo,0,0.36253612420529924,0,20251228
CR000238,CL00221,2026-02-02,Crédito consumo digital,1200000,6,0.0357,226000,App,878,0.0617,Automática,Activo,0,0.2224804034167801,0,20260202
CR000239,CL00222,2023-11-04,Avance de nómina,650000,9,0.0214,80000,App,768,0.0964,Automática,Mora severa,1,0.8610878395750494,1,20231104
CR000240,CL00223,2025-11-19,Crédito consumo digital,1050000,6,0.0347,197000,Call center,726,0.1296,Automática,Activo,0,0.5475640513154774,1,20251119
CR000241,CL00224,2024-07-11,Microcrédito,4450000,6,0.0427,856000,Aliado,798,0.265,Automática,Finalizado,0,0.6861659186673165,1,20240711
CR000242,CL00224,2025-08-06,Microcrédito,3550000,18,0.0305,259000,App,847,0.0802,Automática,Mora moderada,1,0.7407532465125909,1,20250806
CR000243,CL00225,2026-02-01,Crédito consumo digital,2050000,9,0.0367,272000,Aliado,824,0.147,Automática,Activo,0,0.47051399388026566,0,20260201
CR000244,CL00226,2025-08-22,Crédito libre inversión,5150000,24,0.0237,284000,Web,900,0.0973,Automática,Activo,0,0.2365552632608629,0,20250822
CR000245,CL00226,2025-11-28,Microcrédito,2100000,12,0.0289,210000,Aliado,823,0.0719,Automática,Activo,0,0.22187803833625522,0,20251128
CR000246,CL00227,2025-02-04,Crédito consumo digital,2400000,18,0.0202,160000,App,771,0.0842,Automática,Activo,0,0.28961052249918434,0,20250204
CR000247,CL00228,2024-09-12,Microcrédito,2250000,12,0.0359,234000,Aliado,862,0.0576,Automática,Finalizado,0,0.19278283930768345,0,20240912
CR000248,CL00229,2026-01-25,Crédito libre inversión,5000000,12,0.0179,467000,App,789,0.2684,Automática,Mora moderada,0,0.37012920704053676,0,20260125
CR000249,CL00229,2025-09-09,Crédito consumo digital,1500000,12,0.0317,152000,Web,900,0.0874,Automática,Mora moderada,1,0.5382212151252461,1,20250909
CR000250,CL00230,2025-08-22,Crédito libre inversión,3900000,12,0.0324,397000,App,781,0.1521,Automática,Activo,0,0.6421739201048173,1,20250822
CR000251,CL00230,2026-01-30,Crédito consumo digital,750000,18,0.0285,54000,App,770,0.0207,Automática,Activo,0,0.39710365326446456,0,20260130
CR000252,CL00231,2024-11-21,Microcrédito,3050000,12,0.029,305000,App,804,0.1245,Automática,Mora moderada,1,0.5004754119861184,1,20241121
CR000253,CL00231,2024-11-26,Avance de nómina,1100000,3,0.0275,387000,Web,856,0.158,Automática,Finalizado,0,0.3568786938699331,0,20241126
CR000254,CL00232,2025-01-29,Crédito libre inversión,9200000,6,0.0194,1639000,App,900,0.4017,Manual,Finalizado,0,0.4769202285491571,0,20250129
CR000255,CL00232,2024-09-11,Crédito consumo digital,1450000,9,0.0286,185000,App,832,0.0453,Automática,Finalizado,0,0.23381304056982094,0,20240911
CR000256,CL00233,2024-01-26,Crédito libre inversión,3450000,9,0.026,435000,App,900,0.0946,Automática,Finalizado,0,0.5051895103216806,1,20240126
CR000257,CL00234,2023-09-02,Crédito consumo digital,1550000,9,0.0251,195000,App,706,0.1114,Automática,Finalizado,0,0.7319573228023927,1,20230902
CR000258,CL00234,2025-05-24,Crédito libre inversión,1350000,6,0.0253,245000,Aliado,776,0.14,Automática,Finalizado,0,0.6736717934820431,1,20250524
CR000259,CL00234,2023-05-15,Crédito libre inversión,3100000,6,0.025,563000,Aliado,682,0.3217,Automática,Mora severa,1,0.7552123916865623,1,20230515
CR000260,CL00235,2025-05-10,Microcrédito,2400000,6,0.0316,445000,Web,885,0.1382,Automática,Finalizado,0,0.27150946317701674,0,20250510
CR000261,CL00236,2024-10-15,Avance de nómina,650000,6,0.0301,120000,Aliado,873,0.0349,Automática,Finalizado,0,0.3797806479528682,0,20241015
CR000262,CL00236,2024-05-24,Crédito consumo digital,1600000,12,0.036,167000,Web,866,0.0485,Automática,Finalizado,0,0.39269292507534953,0,20240524
CR000263,CL00237,2024-07-05,Crédito consumo digital,1900000,6,0.0204,340000,Call center,838,0.1429,Automática,Mora severa,1,0.7304371592082953,1,20240705
CR000264,CL00238,2025-06-23,Crédito libre inversión,5450000,6,0.019,970000,App,814,0.2608,Automática,Finalizado,0,0.512047520167483,1,20250623
CR000265,CL00239,2025-08-12,Crédito consumo digital,2850000,12,0.0268,281000,App,900,0.0376,Automática,Activo,0,0.15375592218604678,0,20250812
CR000266,CL00239,2026-03-20,Crédito libre inversión,14050000,6,0.0289,2584000,App,900,0.3455,Automática,Activo,0,0.1374433347679196,0,20260320
CR000267,CL00241,2025-04-11,Crédito consumo digital,3150000,6,0.0367,594000,App,859,0.1619,Automática,Finalizado,0,0.3155133372017677,0,20250411
CR000268,CL00241,2024-07-29,Crédito libre inversión,3100000,6,0.019,552000,Aliado,861,0.1504,Automática,Finalizado,0,0.5288141290885641,1,20240729
CR000269,CL00243,2025-09-07,Crédito consumo digital,450000,12,0.0224,43000,App,764,0.0341,Automática,Mora moderada,1,0.5679489532932874,1,20250907
CR000270,CL00244,2025-01-21,Crédito consumo digital,1500000,6,0.0256,273000,App,861,0.1062,Automática,Mora severa,1,0.4284076186615027,0,20250121
CR000271,CL00245,2025-08-26,Avance de nómina,1300000,6,0.0188,231000,App,892,0.0589,Automática,Finalizado,0,0.2989757929617129,0,20250826
CR000272,CL00245,2025-08-07,Crédito consumo digital,2750000,6,0.0342,515000,App,799,0.1314,Automática,Finalizado,0,0.3133040096593522,0,20250807
CR000273,CL00245,2026-01-15,Crédito libre inversión,3950000,9,0.0256,497000,Web,870,0.1268,Automática,Activo,0,0.14805471846062226,0,20260115
CR000274,CL00246,2026-03-27,Crédito libre inversión,1200000,3,0.0242,419000,App,755,0.3521,Manual,Activo,0,0.2883360911566117,0,20260327
CR000275,CL00246,2024-12-11,Avance de nómina,250000,3,0.0213,87000,App,795,0.0731,Automática,Finalizado,0,0.5235760614468257,1,20241211
CR000276,CL00249,2025-09-20,Crédito libre inversión,4950000,12,0.026,486000,App,831,0.1136,Automática,Activo,0,0.33554483338653385,0,20250920
CR000277,CL00249,2025-10-19,Crédito libre inversión,8000000,6,0.0201,1429000,App,897,0.3339,Automática,Finalizado,0,0.36794225159310173,0,20251019
CR000278,CL00250,2024-05-27,Microcrédito,4100000,6,0.0304,758000,App,864,0.1909,Automática,Finalizado,0,0.5003255146435575,1,20240527
CR000279,CL00252,2025-02-05,Crédito consumo digital,550000,6,0.0305,102000,App,879,0.0368,Automática,Finalizado,0,0.224593716513252,0,20250205
CR000280,CL00252,2025-08-08,Crédito consumo digital,2250000,3,0.0339,801000,App,857,0.2892,Automática,Finalizado,0,0.2573610484525227,0,20250808
CR000281,CL00253,2025-06-01,Microcrédito,1750000,3,0.0354,625000,App,851,0.1766,Automática,Finalizado,0,0.21564242110722526,0,20250601
CR000282,CL00254,2024-06-17,Crédito libre inversión,2850000,9,0.033,371000,Call center,768,0.132,Automática,Finalizado,0,0.44795764223602896,0,20240617
CR000283,CL00255,2025-08-24,Crédito consumo digital,4500000,3,0.0323,1598000,Aliado,900,0.3115,Automática,Finalizado,0,0.34788034868584816,0,20250824
CR000284,CL00256,2023-08-14,Crédito libre inversión,2750000,3,0.0251,963000,App,840,0.5016,Manual,Finalizado,0,0.5830289235424033,1,20230814
CR000285,CL00258,2025-10-16,Crédito consumo digital,6050000,3,0.0249,2118000,App,900,0.2353,Automática,Finalizado,0,0.161495766008861,0,20251016
CR000286,CL00258,2025-08-26,Crédito libre inversión,15100000,6,0.0329,2814000,App,900,0.3127,Automática,Finalizado,0,0.22616922007239343,0,20250826
CR000287,CL00259,2026-03-08,Microcrédito,4500000,24,0.0318,271000,Web,900,0.085,Automática,Activo,0,0.3750692015203472,0,20260308
CR000288,CL00261,2025-12-31,Crédito libre inversión,3800000,3,0.026,1333000,Call center,695,0.6409,Excepción,Finalizado,0,0.842154994282041,1,20251231
CR000289,CL00262,2026-01-09,Crédito consumo digital,2200000,6,0.0307,407000,App,882,0.1082,Automática,Activo,0,0.33401417392397564,0,20260109
CR000290,CL00263,2025-11-06,Crédito consumo digital,500000,12,0.0331,51000,Aliado,818,0.0345,Automática,Mora moderada,1,0.6908012147994417,1,20251106
CR000291,CL00264,2025-09-20,Avance de nómina,300000,6,0.0234,54000,App,717,1.8,Automática,Mora moderada,1,0.7489068614529917,1,20250920
CR000292,CL00264,2026-01-01,Crédito consumo digital,850000,9,0.029,109000,Aliado,696,0.1363,Automática,Activo,0,0.48816868179133904,0,20260101
CR000293,CL00265,2025-06-05,Crédito libre inversión,900000,9,0.0189,110000,App,789,0.1068,Automática,Mora moderada,1,0.7210522115526689,1,20250605
CR000294,CL00265,2024-09-07,Crédito consumo digital,450000,6,0.0297,83000,App,760,0.0806,Automática,Finalizado,0,0.7035987168362926,1,20240907
CR000295,CL00266,2026-01-01,Microcrédito,6900000,12,0.0359,718000,App,881,0.136,Automática,Activo,0,0.21719052921018572,0,20260101
CR000296,CL00268,2025-12-13,Crédito consumo digital,950000,9,0.0251,119000,App,811,0.0569,Automática,Activo,0,0.28818438663715396,0,20251213
CR000297,CL00268,2025-11-18,Microcrédito,1300000,12,0.028,129000,App,900,0.0617,Automática,Activo,0,0.3020493373553727,0,20251118
CR000298,CL00271,2024-12-20,Microcrédito,3650000,3,0.042,1320000,Aliado,782,0.6502,Excepción,Finalizado,0,0.7356169570279318,1,20241220
CR000299,CL00272,2025-05-29,Crédito consumo digital,1800000,12,0.0207,171000,Aliado,844,0.0834,Automática,Mora moderada,1,0.5836426138261804,1,20250529
CR000300,CL00273,2024-05-23,Crédito consumo digital,1150000,12,0.0334,118000,Web,900,0.0393,Automática,Finalizado,0,0.2425398444032349,0,20240523
CR000301,CL00274,2025-08-25,Crédito libre inversión,3350000,9,0.0239,418000,App,900,0.1263,Automática,Activo,0,0.42205756461308225,0,20250825
CR000302,CL00276,2025-06-13,Crédito libre inversión,800000,6,0.0187,142000,Aliado,604,0.1303,Manual,Mora moderada,1,0.599252341424952,1,20250613
CR000303,CL00277,2025-10-08,Avance de nómina,400000,18,0.0231,27000,App,798,0.0175,Automática,Activo,0,0.5841505465258271,1,20251008
CR000304,CL00278,2025-10-08,Crédito libre inversión,11000000,18,0.0274,782000,App,887,0.2327,Automática,Activo,0,0.5212638993246989,1,20251008
CR000305,CL00278,2025-08-19,Crédito consumo digital,850000,9,0.0256,107000,Aliado,861,0.0318,Automática,Activo,0,0.4448959977430532,0,20250819
CR000306,CL00279,2024-07-24,Crédito libre inversión,8200000,12,0.029,819000,App,900,0.2834,Automática,Mora severa,1,0.5010898185250984,1,20240724
CR000307,CL00280,2026-01-19,Crédito libre inversión,19300000,6,0.0242,3494000,Web,900,0.5718,Excepción,Mora moderada,1,0.6891197877234052,1,20260119
CR000308,CL00281,2024-02-07,Microcrédito,4450000,6,0.0415,853000,Aliado,885,0.2666,Automática,Mora severa,1,0.45369535510500136,0,20240207
CR000309,CL00281,2024-07-08,Avance de nómina,900000,6,0.0249,163000,Call center,900,0.0509,Automática,Finalizado,0,0.2355177431253176,0,20240708
