credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,es_moroso,fecha_registro,departamento,ciudad,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,canal_adquisicion,score_externo,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,email_hash,antiguedad_cliente_dias,mes_desembolso,dia_semana_desembolso,prev_evento_actualizacion_datos,prev_evento_consulta_saldo,prev_evento_login,prev_evento_pago_exitoso,prev_evento_pago_fallido,prev_evento_pago_iniciado,prev_evento_simulacion_credito,prev_evento_solicitud_soporte,prev_evento_sesion_seg_tot,prev_evento_sesion_seg_avg,probabilidad_mora,prediccion_mora,ingreso_mensual_bi,flag_ingreso
CR000067,CL00063,2023-08-08,Crédito consumo digital,2150000,12,0.0305,217000,App,748,0.0702,Automática,Mora moderada,1,2023-02-04,Bogotá D.C.,Bogotá,25,F,2,Sin información,Empleado,3090000.0,Call center,487.0,False,3,iOS,hash_547244,185,8,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,293.0,146.5,0.6789069336874081,1,3090000.0,normal
CR000068,CL00064,2025-08-03,Crédito libre inversión,7800000,12,0.0309,788000,App,808,0.2765,Automática,Mora severa,1,2024-01-30,Valle del Cauca,Cali,24,M,4,Universitario,Independiente,2850000.0,Call center,528.0,False,2,Android,hash_457546,551,8,6,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,627.0,125.4,0.7576450413660373,1,2850000.0,normal
CR000069,CL00065,2026-03-20,Microcrédito,5200000,6,0.033,969000,App,900,0.1541,Automática,Activo,0,2024-02-07,Bogotá D.C.,Bogotá,44,M,2,Bachiller,Empleado,6290000.0,Campaña digital,732.0,True,3,Web,hash_359438,772,3,4,0.0,4.0,2.0,3.0,2.0,3.0,0.0,1.0,2932.0,195.46666666666667,0.17328977500698764,0,6290000.0,normal
CR000070,CL00065,2025-04-08,Crédito consumo digital,5500000,3,0.0355,1965000,App,900,0.3124,Automática,Mora severa,1,2024-02-07,Bogotá D.C.,Bogotá,44,M,2,Bachiller,Empleado,6290000.0,Campaña digital,732.0,True,3,Web,hash_359438,426,4,1,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1385.0,173.125,0.40231556414690256,0,6290000.0,normal
CR000071,CL00067,2025-07-07,Crédito consumo digital,2800000,9,0.024,350000,Aliado,900,0.0882,Automática,Finalizado,0,2024-12-27,Bogotá D.C.,Bogotá,35,F,2,Técnico/Tecnólogo,Microempresario,3970000.0,Campaña digital,728.0,False,0,Android,hash_637970,192,7,0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1310.0,218.33333333333334,0.29013803307115776,0,3970000.0,normal
CR000072,CL00067,2025-01-16,Crédito consumo digital,2600000,6,0.0301,480000,Aliado,900,0.1209,Automática,Finalizado,0,2024-12-27,Bogotá D.C.,Bogotá,35,F,2,Técnico/Tecnólogo,Microempresario,3970000.0,Campaña digital,728.0,False,0,Android,hash_637970,20,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3227640188404173,0,3970000.0,normal
CR000073,CL00068,2024-10-03,Crédito consumo digital,3200000,12,0.0333,328000,Call center,900,0.0682,Automática,Finalizado,0,2024-03-24,Antioquia,Medellín,46,M,5,Universitario,Empleado,4810000.0,App orgánico,739.0,True,2,Android,hash_328931,193,10,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,71.0,0.15515582152841523,0,4810000.0,normal
CR000074,CL00069,2024-05-11,Crédito libre inversión,2900000,6,0.0266,529000,Aliado,754,0.258,Automática,Finalizado,0,2023-05-20,Antioquia,Medellín,40,M,2,Universitario,Estudiante,2050000.0,Call center,500.0,False,1,Android,hash_835226,357,5,5,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,731.0,121.83333333333333,0.6352518148677815,1,2050000.0,normal
CR000075,CL00072,2025-08-31,Crédito libre inversión,3350000,9,0.0259,422000,App,889,0.1796,Automática,Activo,0,2025-07-22,Bolívar,Cartagena,51,F,2,Técnico/Tecnólogo,Microempresario,2350000.0,Campaña digital,657.0,False,2,iOS,hash_177525,40,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2587611756319923,0,2350000.0,normal
CR000076,CL00073,2026-01-07,Avance de nómina,800000,12,0.0265,79000,Web,844,1.2,Automática,Mora moderada,1,2023-08-27,Bogotá D.C.,Bogotá,36,M,1,Técnico/Tecnólogo,Independiente,2040000.0,App orgánico,543.0,True,1,iOS,hash_992015,864,1,2,0.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1135.0,141.875,0.625814022776843,1,2040000.0,normal
CR000077,CL00074,2025-06-24,Crédito consumo digital,4300000,9,0.0383,574000,Call center,900,0.0939,Automática,Finalizado,0,2025-09-05,Bogotá D.C.,Bogotá,52,F,3,Bachiller,Empleado,6110000.0,Aliado comercial,758.0,False,0,Android,hash_591830,-73,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1386774348139706,0,6110000.0,normal
CR000078,CL00075,2026-01-08,Crédito consumo digital,1400000,6,0.0293,258000,Call center,880,0.0733,Automática,Activo,0,2025-01-26,Antioquia,Medellín,19,F,3,Universitario,Empleado,3520000.0,Campaña digital,588.0,True,0,Android,hash_457820,347,1,3,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,644.0,161.0,0.22224254127315696,0,3520000.0,normal
CR000079,CL00076,2024-10-22,Microcrédito,900000,12,0.0306,91000,App,810,0.0384,Automática,Mora moderada,1,2024-07-27,Bogotá D.C.,Bogotá,44,F,4,Universitario,Independiente,2370000.0,Referido,592.0,True,2,Android,hash_279689,87,10,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,376.0,125.33333333333333,0.5895152489350817,1,2370000.0,normal
CR000080,CL00077,2025-05-15,Crédito consumo digital,650000,6,0.0277,119000,App,725,0.0613,Automática,Mora severa,1,2026-01-13,Antioquia,Medellín,37,F,4,Bachiller,Microempresario,1940000.0,Campaña digital,580.0,True,3,Android,hash_317516,-243,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6418921639381262,1,1940000.0,normal
CR000081,CL00077,2025-08-25,Avance de nómina,1000000,12,0.0296,100000,App,870,0.0515,Automática,Activo,0,2026-01-13,Antioquia,Medellín,37,F,4,Bachiller,Microempresario,1940000.0,Campaña digital,580.0,True,3,Android,hash_317516,-141,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5262639473480584,1,1940000.0,normal
CR000082,CL00078,2025-11-06,Crédito consumo digital,1850000,6,0.0227,333000,Aliado,900,0.1041,Automática,Activo,0,2025-04-27,Cundinamarca,Soacha,33,F,2,Técnico/Tecnólogo,Empleado,3200000.0,Call center,622.0,True,3,Android,hash_435064,193,11,3,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,334.0,111.33333333333333,0.2915865818114751,0,3200000.0,normal
CR000083,CL00079,2025-08-17,Microcrédito,600000,6,0.0343,112000,App,832,0.0457,Automática,Finalizado,0,2023-12-29,Atlántico,Barranquilla,37,M,2,Técnico/Tecnólogo,Pensionado,2450000.0,Campaña digital,501.0,True,1,Android,hash_112306,597,8,6,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1125.0,160.71428571428572,0.4696459065118979,0,2450000.0,normal
CR000084,CL00080,2026-03-12,Crédito libre inversión,7700000,9,0.0264,973000,Call center,798,0.4746,Manual,Activo,0,2025-09-21,Risaralda,Pereira,19,M,3,Universitario,Empleado,2050000.0,Campaña digital,589.0,False,0,Android,hash_793023,172,3,3,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,945.0,157.5,0.40878456067112284,0,2050000.0,normal
CR000085,CL00081,2025-12-29,Crédito consumo digital,1450000,12,0.0388,153000,App,608,0.0827,Manual,Activo,0,2023-11-05,Bolívar,Cartagena,34,F,3,Universitario,Independiente,1850000.0,App orgánico,588.0,False,0,iOS,hash_768958,785,12,0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,843.0,168.6,0.5140630630651555,1,1850000.0,normal
CR000086,CL00082,2023-06-24,Crédito libre inversión,5550000,9,0.0304,714000,App,846,0.2412,Automática,Mora severa,1,2023-06-04,Bogotá D.C.,Bogotá,40,M,5,Sin información,Empleado,2960000.0,Aliado comercial,594.0,False,2,Android,hash_961641,20,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5491961855532425,1,2960000.0,normal
CR000087,CL00083,2025-12-01,Crédito libre inversión,2350000,6,0.0254,427000,Aliado,759,0.1787,Automática,Activo,0,2025-08-01,Antioquia,Medellín,51,M,4,Bachiller,Empleado,2390000.0,Call center,522.0,True,0,iOS,hash_927679,122,12,0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,269.0,89.66666666666667,0.5739157298825807,1,2390000.0,normal
CR000088,CL00086,2025-06-13,Crédito libre inversión,4050000,3,0.0306,1433000,Call center,675,0.549,Manual,Finalizado,0,2025-12-22,Antioquia,Medellín,31,M,2,Bachiller,Empleado,2610000.0,Campaña digital,425.0,False,2,iOS,hash_261081,-192,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5650718100605087,1,2610000.0,normal
CR000089,CL00088,2025-07-04,Crédito consumo digital,1100000,6,0.0284,202000,App,863,0.1074,Automática,Finalizado,0,2024-09-25,Tolima,Ibagué,39,F,1,Universitario,Independiente,1880000.0,App orgánico,507.0,False,0,Android,hash_666605,282,7,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,138.0,69.0,0.606287828647418,1,1880000.0,normal
CR000090,CL00089,2025-12-13,Crédito consumo digital,1600000,3,0.0282,564000,App,617,0.5127,Manual,Finalizado,0,2025-11-10,Antioquia,Medellín,31,M,3,Técnico/Tecnólogo,Desempleado,1100000.0,Campaña digital,440.0,True,1,iOS,hash_539358,33,12,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,748.0,374.0,0.4926296971886449,0,1100000.0,normal
CR000091,CL00089,2026-03-03,Crédito libre inversión,1050000,18,0.0204,70000,Web,628,0.0636,Automática,Activo,0,2025-11-10,Antioquia,Medellín,31,M,3,Técnico/Tecnólogo,Desempleado,1100000.0,Campaña digital,440.0,True,1,iOS,hash_539358,113,3,1,0.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2211.0,221.1,0.4697478551135643,0,1100000.0,normal
CR000092,CL00091,2026-02-07,Crédito consumo digital,1000000,3,0.0202,347000,Aliado,864,0.1896,Automática,Activo,0,2025-08-09,Valle del Cauca,Cali,37,M,3,Bachiller,Conductor/Repartidor,1830000.0,App orgánico,497.0,True,1,Android,hash_141743,182,2,5,0.0,0.0,6.0,0.0,1.0,2.0,0.0,1.0,1215.0,121.5,0.3253028297368838,0,1830000.0,normal
CR000093,CL00092,2024-08-16,Crédito consumo digital,6950000,6,0.0213,1246000,Aliado,900,0.2351,Automática,Finalizado,0,2023-10-14,Bogotá D.C.,Bogotá,46,M,3,Técnico/Tecnólogo,Microempresario,5300000.0,Referido,676.0,True,0,Android,hash_769221,307,8,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,231.0,115.5,0.27732436939894034,0,5300000.0,normal
CR000094,CL00093,2023-10-03,Crédito libre inversión,5400000,9,0.0225,669000,App,900,0.1436,Automática,Finalizado,0,2023-07-20,Bogotá D.C.,Bogotá,29,M,4,Técnico/Tecnólogo,Comerciante,4660000.0,App orgánico,693.0,True,4,Android,hash_925992,75,10,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,241.0,120.5,0.4950189971210728,0,4660000.0,normal
CR000095,CL00093,2024-08-04,Microcrédito,4150000,12,0.0325,423000,App,900,0.0908,Automática,Finalizado,0,2023-07-20,Bogotá D.C.,Bogotá,29,M,4,Técnico/Tecnólogo,Comerciante,4660000.0,App orgánico,693.0,True,4,Android,hash_925992,381,8,6,0.0,1.0,3.0,1.0,0.0,0.0,0.0,2.0,1465.0,209.28571428571428,0.39695969127713776,0,4660000.0,normal
CR000096,CL00093,2025-12-15,Crédito consumo digital,2450000,12,0.023,236000,Aliado,900,0.0506,Automática,Activo,0,2023-07-20,Bogotá D.C.,Bogotá,29,M,4,Técnico/Tecnólogo,Comerciante,4660000.0,App orgánico,693.0,True,4,Android,hash_925992,879,12,0,0.0,4.0,5.0,3.0,0.0,3.0,2.0,3.0,3664.0,183.2,0.2716033204872279,0,4660000.0,normal
CR000097,CL00094,2025-07-21,Crédito consumo digital,450000,3,0.0247,157000,Aliado,760,0.1256,Automática,Finalizado,0,2024-11-06,Bogotá D.C.,Bogotá,33,M,5,Universitario,Desempleado,1250000.0,Call center,602.0,False,1,Android,hash_614241,257,7,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,579.0,144.75,0.4712677878495905,0,1250000.0,normal
CR000098,CL00095,2025-10-31,Crédito libre inversión,3300000,24,0.0327,200000,App,877,0.0778,Automática,Mora moderada,1,2023-08-18,Antioquia,Medellín,32,F,4,Universitario,Comerciante,2570000.0,Campaña digital,697.0,True,1,Android,hash_893567,805,10,4,0.0,7.0,8.0,2.0,0.0,1.0,1.0,1.0,2737.0,136.85,0.4503407823325376,0,2570000.0,normal
CR000099,CL00095,2023-09-10,Crédito libre inversión,2950000,18,0.0181,194000,App,859,0.0755,Automática,Finalizado,0,2023-08-18,Antioquia,Medellín,32,F,4,Universitario,Comerciante,2570000.0,Campaña digital,697.0,True,1,Android,hash_893567,23,9,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43553362791239786,0,2570000.0,normal
CR000100,CL00096,2026-01-27,Crédito consumo digital,2950000,3,0.0289,1041000,Web,891,0.2361,Automática,Finalizado,0,2024-08-08,Antioquia,Medellín,21,F,4,Sin información,Empleado,4410000.0,Campaña digital,630.0,False,0,Android,hash_115216,537,1,1,0.0,4.0,1.0,2.0,3.0,1.0,0.0,1.0,1962.0,163.5,0.12635014990204504,0,4410000.0,normal
CR000101,CL00096,2024-12-09,Crédito libre inversión,4850000,6,0.0235,876000,Aliado,900,0.1986,Automática,Finalizado,0,2024-08-08,Antioquia,Medellín,21,F,4,Sin información,Empleado,4410000.0,Campaña digital,630.0,False,0,Android,hash_115216,123,12,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,21.0,0.4477148937590718,0,4410000.0,normal
CR000102,CL00097,2024-10-01,Microcrédito,3350000,9,0.0413,453000,Call center,724,0.2157,Automática,Mora severa,1,2023-09-29,Meta,Villavicencio,39,M,1,Universitario,Conductor/Repartidor,2100000.0,App orgánico,505.0,False,0,Android,hash_421898,368,10,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,326.0,326.0,0.8262602492411851,1,2100000.0,normal
CR000103,CL00099,2026-01-16,Avance de nómina,1000000,9,0.0211,123000,App,886,0.0355,Automática,Activo,0,2024-08-12,Santander,Bucaramanga,36,M,3,Técnico/Tecnólogo,Conductor/Repartidor,3460000.0,Campaña digital,612.0,False,0,Android,hash_451889,522,1,4,0.0,4.0,3.0,0.0,2.0,1.0,0.0,0.0,1203.0,120.3,0.14701939677489248,0,3460000.0,normal
CR000104,CL00100,2024-03-01,Avance de nómina,1000000,9,0.0219,124000,App,900,0.0286,Automática,Mora severa,1,2023-03-12,Bogotá D.C.,Bogotá,34,M,4,Universitario,Microempresario,4340000.0,Aliado comercial,665.0,False,2,Android,hash_631985,355,3,4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,757.0,189.25,0.318395510779478,0,4340000.0,normal
CR000105,CL00101,2025-09-03,Avance de nómina,1950000,9,0.0267,247000,Web,858,0.0911,Automática,Activo,0,2024-02-11,Atlántico,Barranquilla,22,M,4,Sin información,Empleado,2710000.0,Aliado comercial,576.0,True,0,iOS,hash_881712,570,9,2,0.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1920.0,160.0,0.25882153609081804,0,2710000.0,normal
CR000106,CL00102,2025-07-27,Avance de nómina,550000,12,0.0262,54000,App,707,0.0482,Automática,Activo,0,2024-05-15,Cundinamarca,Soacha,32,F,3,Bachiller,Estudiante,1120000.0,Aliado comercial,451.0,True,0,Android,hash_203533,438,7,6,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,670.0,134.0,0.5988672921544979,1,1120000.0,normal
CR000107,CL00103,2025-04-11,Microcrédito,1850000,12,0.0273,183000,Aliado,853,0.0614,Automática,Mora moderada,1,2025-03-01,Bogotá D.C.,Bogotá,33,M,4,Técnico/Tecnólogo,Independiente,2980000.0,Campaña digital,646.0,False,0,Android,hash_387360,41,4,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,124.0,0.29062796939035024,0,2980000.0,normal
CR000108,CL00104,2025-10-12,Crédito consumo digital,1000000,3,0.0254,350000,Aliado,852,0.1311,Automática,Finalizado,0,2025-11-28,Antioquia,Medellín,28,M,2,Sin información,Empleado,2670000.0,Campaña digital,585.0,False,0,Android,hash_597488,-47,10,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3909054604435647,0,2670000.0,normal
CR000109,CL00104,2026-03-21,Crédito consumo digital,1500000,6,0.0308,278000,Aliado,885,0.1041,Automática,Activo,0,2025-11-28,Antioquia,Medellín,28,M,2,Sin información,Empleado,2670000.0,Campaña digital,585.0,False,0,Android,hash_597488,113,3,5,0.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0,2007.0,182.45454545454547,0.1108090888738694,0,2670000.0,normal
CR000110,CL00105,2025-08-24,Microcrédito,4750000,24,0.0391,309000,App,883,0.1202,Automática,Activo,0,2025-07-17,Valle del Cauca,Cali,34,F,3,Técnico/Tecnólogo,Microempresario,2570000.0,Campaña digital,674.0,False,2,iOS,hash_972437,38,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3217639230137852,0,2570000.0,normal
CR000111,CL00106,2025-09-25,Microcrédito,3150000,12,0.0385,333000,Web,900,0.0626,Automática,Activo,0,2025-11-30,Caldas,Manizales,40,M,4,Universitario,Empleado,5320000.0,App orgánico,756.0,True,1,Android,hash_254226,-66,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004346645044982,0,5320000.0,normal
CR000112,CL00107,2025-09-10,Microcrédito,1800000,12,0.0272,178000,App,885,0.0693,Automática,Activo,0,2024-11-08,Valle del Cauca,Cali,55,F,3,Universitario,Comerciante,2570000.0,Aliado comercial,592.0,True,1,Android,hash_592461,306,9,2,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,400.0,100.0,0.5825683569920469,1,2570000.0,normal
CR000113,CL00108,2026-01-06,Crédito libre inversión,2400000,24,0.0217,129000,Web,831,0.0502,Automática,Activo,0,2025-11-30,Atlántico,Barranquilla,38,M,2,Técnico/Tecnólogo,Comerciante,2570000.0,Campaña digital,596.0,False,0,iOS,hash_392717,37,1,1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,308.0,77.0,0.5751215566517389,1,2570000.0,normal
CR000114,CL00108,2026-02-08,Crédito consumo digital,900000,12,0.035,93000,Web,876,0.0362,Automática,Activo,0,2025-11-30,Atlántico,Barranquilla,38,M,2,Técnico/Tecnólogo,Comerciante,2570000.0,Campaña digital,596.0,False,0,iOS,hash_392717,70,2,6,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,738.0,123.0,0.30416376957119823,0,2570000.0,normal
CR000115,CL00108,2025-07-13,Microcrédito,3500000,12,0.0371,367000,App,853,0.1428,Automática,Activo,0,2025-11-30,Atlántico,Barranquilla,38,M,2,Técnico/Tecnólogo,Comerciante,2570000.0,Campaña digital,596.0,False,0,iOS,hash_392717,-140,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6592371078923787,1,2570000.0,normal
CR000116,CL00109,2025-01-07,Crédito consumo digital,750000,9,0.0343,98000,App,838,0.0402,Automática,Finalizado,0,2024-05-30,Antioquia,Medellín,39,M,3,Técnico/Tecnólogo,Pensionado,2440000.0,Call center,600.0,False,3,Android,hash_572697,222,1,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,82.5,0.47696385749729087,0,2440000.0,normal
CR000117,CL00109,2025-05-15,Crédito consumo digital,750000,6,0.0247,136000,Aliado,895,0.0557,Automática,Mora severa,1,2024-05-30,Antioquia,Medellín,39,M,3,Técnico/Tecnólogo,Pensionado,2440000.0,Call center,600.0,False,3,Android,hash_572697,350,5,3,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,406.0,135.33333333333334,0.4787091277877739,0,2440000.0,normal
CR000118,CL00110,2025-11-12,Crédito libre inversión,1400000,9,0.0195,171000,App,746,0.0847,Automática,Activo,0,2025-01-19,Antioquia,Medellín,35,F,2,Universitario,Pensionado,2020000.0,Referido,497.0,True,0,Android,hash_251899,297,11,2,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,464.0,77.33333333333333,0.7044634539595038,1,2020000.0,normal
CR000119,CL00111,2024-05-11,Crédito consumo digital,900000,9,0.0356,119000,Web,742,0.0753,Automática,Mora moderada,1,2023-06-19,Caldas,Manizales,19,F,2,Universitario,Independiente,1580000.0,Campaña digital,495.0,False,1,Android,hash_810872,327,5,5,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,438.0,87.6,0.8414245735801309,1,1580000.0,normal
CR000120,CL00113,2025-08-04,Microcrédito,2050000,3,0.0379,736000,Call center,850,0.1524,Automática,Finalizado,0,2024-10-21,Bolívar,Cartagena,37,F,1,Bachiller,Empleado,4830000.0,App orgánico,706.0,True,1,Android,hash_355821,287,8,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,238.0,119.0,0.24277877698384573,0,4830000.0,normal
CR000121,CL00114,2023-07-09,Crédito libre inversión,7800000,9,0.0181,947000,Aliado,900,0.1821,Automática,Finalizado,0,2023-03-03,Bogotá D.C.,Bogotá,61,M,4,Bachiller,Empleado,5200000.0,Call center,759.0,False,1,iOS,hash_566589,128,7,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,175.0,175.0,0.19976078607176173,0,5200000.0,normal
CR000122,CL00115,2025-06-25,Microcrédito,7950000,12,0.0319,808000,Aliado,715,0.2825,Automática,Mora moderada,1,2025-05-11,Antioquia,Medellín,34,M,5,Bachiller,Microempresario,2860000.0,Aliado comercial,586.0,False,0,iOS,hash_109927,45,6,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,251.0,125.5,0.6433858966857533,1,2860000.0,normal
CR000123,CL00116,2024-11-29,Crédito libre inversión,1450000,3,0.0243,507000,Aliado,609,0.1928,Manual,Finalizado,0,2023-07-31,Cundinamarca,Soacha,39,M,2,Bachiller,Independiente,2630000.0,App orgánico,588.0,False,1,Android,hash_892038,487,11,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,393.0,196.5,0.34812252935020854,0,2630000.0,normal
CR000124,CL00117,2025-06-26,Crédito libre inversión,2150000,12,0.0276,213000,App,853,0.0734,Automática,Activo,0,2025-01-22,Antioquia,Medellín,36,F,3,Universitario,Empleado,2900000.0,Aliado comercial,655.0,False,1,iOS,hash_773217,155,6,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,241.0,120.5,0.3103055259670385,0,2900000.0,normal
CR000125,CL00119,2025-06-12,Crédito libre inversión,2700000,18,0.0267,191000,Call center,889,0.099,Automática,Mora moderada,1,2023-08-15,Bogotá D.C.,Bogotá,47,F,4,Técnico/Tecnólogo,Comerciante,1930000.0,App orgánico,613.0,True,0,Android,hash_636069,667,6,3,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1100.0,157.14285714285714,0.57211740374296,1,1930000.0,normal
CR000126,CL00120,2026-03-10,Crédito libre inversión,4200000,12,0.0339,432000,Aliado,900,0.1681,Automática,Activo,0,2025-09-21,Antioquia,Medellín,44,F,5,Técnico/Tecnólogo,Microempresario,2570000.0,App orgánico,733.0,True,1,Android,hash_545935,170,3,1,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1425.0,285.0,0.22255357106795376,0,2570000.0,normal
CR000127,CL00121,2025-09-03,Microcrédito,1250000,6,0.0399,238000,App,657,0.2674,Automática,Mora moderada,1,2025-04-30,Bogotá D.C.,Bogotá,44,M,1,Posgrado,Empleado,890000.0,App orgánico,596.0,True,0,Android,hash_814221,126,9,2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,507.0,126.75,0.5892174049145997,1,890000.0,normal
CR000128,CL00123,2025-08-14,Microcrédito,6400000,12,0.0312,648000,Aliado,900,0.1403,Automática,Activo,0,2024-05-25,Bogotá D.C.,Bogotá,50,M,2,Bachiller,Empleado,4620000.0,App orgánico,711.0,False,0,Android,hash_356812,446,8,3,0.0,0.0,4.0,0.0,0.0,3.0,0.0,1.0,1651.0,206.375,0.29672887194710923,0,4620000.0,normal
CR000129,CL00123,2024-09-27,Crédito consumo digital,1950000,12,0.0255,191000,Aliado,900,0.0413,Automática,Finalizado,0,2024-05-25,Bogotá D.C.,Bogotá,50,M,2,Bachiller,Empleado,4620000.0,App orgánico,711.0,False,0,Android,hash_356812,125,9,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,512.0,256.0,0.21326132009732449,0,4620000.0,normal
CR000130,CL00125,2025-07-17,Crédito consumo digital,2250000,9,0.0252,283000,App,865,0.0515,Automática,Finalizado,0,2024-02-22,Caldas,Manizales,42,F,4,Técnico/Tecnólogo,Empleado,5500000.0,App orgánico,678.0,True,4,iOS,hash_853790,511,7,3,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,881.0,220.25,0.2018908412260576,0,5500000.0,normal
CR000131,CL00126,2025-08-03,Crédito consumo digital,750000,9,0.0213,92000,Web,855,0.0398,Automática,Mora severa,1,2024-08-11,Antioquia,Medellín,58,M,2,Universitario,Independiente,2310000.0,Call center,603.0,True,2,Android,hash_355719,357,8,6,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,841.0,140.16666666666666,0.508661187825351,1,2310000.0,normal
CR000132,CL00127,2024-06-22,Crédito consumo digital,1850000,6,0.0255,336000,App,858,0.1057,Automática,Mora severa,1,2023-07-17,Bogotá D.C.,Bogotá,26,M,2,Sin información,Independiente,3180000.0,Referido,523.0,True,2,Android,hash_396794,341,6,5,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,307.0,51.166666666666664,0.7052341197985994,1,3180000.0,normal
CR000133,CL00127,2025-01-14,Crédito consumo digital,900000,3,0.0309,319000,App,803,0.1003,Automática,Finalizado,0,2023-07-17,Bogotá D.C.,Bogotá,26,M,2,Sin información,Independiente,3180000.0,Referido,523.0,True,2,Android,hash_396794,547,1,1,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,728.0,80.88888888888889,0.3177545575569108,0,3180000.0,normal
CR000134,CL00128,2024-07-03,Crédito consumo digital,1150000,6,0.0239,208000,App,804,0.0589,Automática,Finalizado,0,2023-02-12,Atlántico,Barranquilla,30,F,4,Universitario,Empleado,3530000.0,Referido,630.0,False,1,Android,hash_102159,507,7,2,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1209.0,172.71428571428572,0.2654261117865588,0,3530000.0,normal
