cliente_id;fecha_registro;departamento;ciudad;edad;genero;estrato;nivel_educativo;ocupacion;ingreso_mensual_estimado;ingreso_mensual_bi;flag_ingreso;canal_adquisicion;score_externo;tiene_producto_ahorro;numero_dependientes;dispositivo_principal
CL00883;2023-07-26;Antioquia;Medellín;31;F;3;Bachiller;Desempleado;630000,0;630000,0;normal;Campaña digital;408,0;False;2;Android
CL00884;2023-05-29;Santander;Bucaramanga;46;M;2;Posgrado;Empleado;5710000,0;5710000,0;normal;Campaña digital;685,0;False;1;Android
CL00886;2025-09-27;Antioquia;Medellín;54;F;4;Técnico/Tecnólogo;Estudiante;1280000,0;1280000,0;normal;Referido;642,0;True;0;Web
CL00887;2026-01-03;Bogotá D.C.;Bogotá;42;F;2;Bachiller;Empleado;2280000,0;2280000,0;normal;Referido;520,0;True;1;Web
CL00889;2023-07-20;Santander;Bucaramanga;42;M;3;Bachiller;Conductor/Repartidor;2700000,0;2700000,0;normal;Campaña digital;620,0;False;0;Android
CL00890;2024-07-10;Cundinamarca;Soacha;47;F;3;Universitario;Microempresario;2200000,0;2200000,0;normal;Campaña digital;588,0;False;3;Android
CL00891;2023-04-23;Bogotá D.C.;Bogotá;44;M;2;Bachiller;Comerciante;2680000,0;2680000,0;normal;App orgánico;637,0;False;2;Android
CL00892;2025-03-26;Bolívar;Cartagena;41;M;3;Sin información;Empleado;2570000,0;2570000,0;normal;App orgánico;601,0;False;1;Android
CL00893;2025-06-19;Atlántico;Barranquilla;47;F;1;Sin información;Empleado;2080000,0;2080000,0;normal;Aliado comercial;588,0;True;3;iOS
CL00895;2025-12-25;Caldas;Manizales;50;M;1;Técnico/Tecnólogo;Empleado;5000000,0;5000000,0;normal;Referido;673,0;True;0;iOS
CL00896;2025-08-17;Caldas;Manizales;42;M;1;Universitario;Empleado;2560000,0;2560000,0;normal;App orgánico;591,0;False;4;Android
CL00897;2024-02-21;Valle del Cauca;Cali;34;F;1;Bachiller;Conductor/Repartidor;1460000,0;1460000,0;normal;Campaña digital;495,0;True;1;Android
CL00898;2025-07-17;Tolima;Ibagué;37;M;1;Bachiller;Conductor/Repartidor;1300000,0;1300000,0;normal;App orgánico;446,0;False;1;iOS
CL00900;2024-05-03;Bogotá D.C.;Bogotá;28;F;2;Universitario;Empleado;2690000,0;2690000,0;normal;Referido;588,0;False;1;Android
CL00904;2023-08-27;Cundinamarca;Soacha;49;M;1;Posgrado;Independiente;1550000,0;1550000,0;normal;Campaña digital;621,0;False;1;Android
CL00905;2025-09-04;Valle del Cauca;Cali;38;M;2;Sin información;Empleado;2200000,0;2200000,0;normal;Aliado comercial;571,0;True;1;iOS
CL00906;2024-05-20;Bogotá D.C.;Bogotá;36;M;6;Bachiller;Conductor/Repartidor;3540000,0;3540000,0;normal;App orgánico;712,0;False;0;Android
CL00907;2024-07-10;Bogotá D.C.;Bogotá;22;F;2;Sin información;Empleado;3280000,0;3280000,0;normal;Campaña digital;603,0;False;0;Android
CL00908;2024-10-14;Santander;Bucaramanga;43;M;4;Posgrado;Independiente;2290000,0;2290000,0;normal;Referido;534,0;False;3;Android
CL00909;2023-11-07;Bogotá D.C.;Bogotá;42;M;1;Bachiller;Microempresario;1650000,0;1650000,0;normal;Campaña digital;603,0;False;0;Android
CL00911;2025-03-08;Antioquia;Medellín;33;F;3;Sin información;Conductor/Repartidor;2730000,0;2730000,0;normal;Aliado comercial;605,0;False;1;Android
CL00912;2025-05-14;Antioquia;Medellín;38;F;2;Universitario;Empleado;3010000,0;3010000,0;normal;App orgánico;586,0;True;0;iOS
CL00913;2025-09-01;Bogotá D.C.;Bogotá;38;M;1;Técnico/Tecnólogo;Independiente;1220000,0;1220000,0;normal;App orgánico;572,0;False;2;Web
CL00914;2025-01-30;Bogotá D.C.;Bogotá;52;F;3;Bachiller;Microempresario;2570000,0;2570000,0;normal;Campaña digital;589,0;False;0;Android
CL00915;2025-03-27;Antioquia;Medellín;35;F;2;Técnico/Tecnólogo;Comerciante;2020000,0;2020000,0;normal;App orgánico;470,0;False;0;Android
CL00916;2023-02-14;Antioquia;Medellín;39;F;5;Técnico/Tecnólogo;Empleado;3440000,0;3440000,0;normal;Campaña digital;742,0;True;2;Android
CL00917;2025-09-07;Tolima;Ibagué;42;M;5;Bachiller;Pensionado;3280000,0;3280000,0;normal;App orgánico;768,0;False;1;Android
CL00918;2023-11-05;Antioquia;Medellín;38;M;3;Técnico/Tecnólogo;Empleado;6740000,0;6740000,0;normal;Campaña digital;642,0;False;0;Android
CL00919;2024-11-06;Valle del Cauca;Cali;32;F;3;Técnico/Tecnólogo;Comerciante;2570000,0;2570000,0;normal;Referido;573,0;False;1;Android
CL00920;2023-11-17;Bogotá D.C.;Bogotá;38;M;4;Universitario;Empleado;3490000,0;3490000,0;normal;App orgánico;712,0;True;1;iOS
CL00921;2023-09-20;Meta;Villavicencio;47;M;2;Técnico/Tecnólogo;Comerciante;2240000,0;2240000,0;normal;Campaña digital;526,0;False;1;iOS
CL00923;2023-05-18;Valle del Cauca;Cali;37;F;4;Sin información;Empleado;3470000,0;3470000,0;normal;Referido;557,0;False;0;iOS
CL00925;2025-02-04;Santander;Bucaramanga;48;M;2;Bachiller;Empleado;2810000,0;2810000,0;normal;Referido;713,0;True;1;Android
CL00927;2025-04-18;Valle del Cauca;Cali;30;F;3;Bachiller;Conductor/Repartidor;1940000,0;1940000,0;normal;App orgánico;565,0;True;3;iOS
CL00928;2023-04-08;Bogotá D.C.;Bogotá;40;M;2;Bachiller;Independiente;1160000,0;1160000,0;normal;Aliado comercial;459,0;False;0;iOS
CL00929;2025-06-15;Cundinamarca;Soacha;52;M;3;Bachiller;Empleado;1340000,0;1340000,0;normal;App orgánico;531,0;False;1;Android
CL00930;2025-01-28;Risaralda;Pereira;35;F;1;Bachiller;Empleado;1470000,0;1470000,0;normal;Referido;532,0;True;2;Android
CL00931;2025-02-28;Valle del Cauca;Cali;30;M;1;Técnico/Tecnólogo;Independiente;1760000,0;1760000,0;normal;Aliado comercial;505,0;True;2;Android
CL00932;2025-04-19;Valle del Cauca;Cali;55;F;4;Bachiller;Conductor/Repartidor;2690000,0;2690000,0;normal;App orgánico;655,0;True;1;Android
CL00933;2024-03-24;Atlántico;Barranquilla;22;F;1;Bachiller;Empleado;1960000,0;1960000,0;normal;Call center;575,0;False;2;iOS
CL00934;2023-01-25;Bogotá D.C.;Bogotá;19;M;3;Técnico/Tecnólogo;Independiente;3160000,0;3160000,0;normal;Campaña digital;482,0;False;3;iOS
CL00937;2025-11-10;Antioquia;Medellín;26;M;3;Sin información;Conductor/Repartidor;2880000,0;2880000,0;normal;Campaña digital;585,0;True;1;iOS
CL00938;2025-04-18;Atlántico;Barranquilla;43;M;4;Técnico/Tecnólogo;Empleado;2450000,0;2450000,0;normal;App orgánico;608,0;True;0;Android
CL00939;2023-03-10;Valle del Cauca;Cali;38;M;1;Universitario;Empleado;3320000,0;3320000,0;normal;App orgánico;587,0;False;0;iOS
CL00940;2023-11-13;Risaralda;Pereira;30;F;4;Sin información;Empleado;5150000,0;5150000,0;normal;Referido;620,0;False;2;Android
CL00941;2023-12-13;Cundinamarca;Soacha;23;F;3;Universitario;Independiente;2340000,0;2340000,0;normal;App orgánico;615,0;True;2;Android
CL00942;2025-03-20;Antioquia;Medellín;45;M;3;Técnico/Tecnólogo;Empleado;3540000,0;3540000,0;normal;Campaña digital;673,0;True;2;Android
CL00943;2023-09-18;Bogotá D.C.;Bogotá;43;M;2;Bachiller;Empleado;1710000,0;1710000,0;normal;Campaña digital;584,0;True;3;Web
CL00944;2023-02-28;Bogotá D.C.;Bogotá;35;F;2;Bachiller;Conductor/Repartidor;1530000,0;1530000,0;normal;Referido;449,0;False;1;Android
CL00945;2026-01-03;Tolima;Ibagué;54;F;3;Universitario;Empleado;2990000,0;2990000,0;normal;Referido;588,0;False;1;Android
CL00946;2024-10-28;Meta;Villavicencio;25;F;4;Técnico/Tecnólogo;Microempresario;2780000,0;2780000,0;normal;Campaña digital;586,0;False;0;Android
CL00947;2023-08-20;Bogotá D.C.;Bogotá;21;F;4;Bachiller;Empleado;4610000,0;4610000,0;normal;Referido;675,0;True;1;Android
CL00949;2026-01-09;Antioquia;Medellín;36;M;4;Sin información;Pensionado;1720000,0;1720000,0;normal;App orgánico;619,0;False;3;Web
CL00950;2023-02-09;Bolívar;Cartagena;38;F;3;Técnico/Tecnólogo;Independiente;1540000,0;1540000,0;normal;Campaña digital;452,0;False;1;Android
CL00951;2024-09-29;Bolívar;Cartagena;34;F;4;Universitario;Empleado;2060000,0;2060000,0;normal;Referido;531,0;False;2;Android
CL00952;2023-06-12;Valle del Cauca;Cali;40;F;1;Universitario;Empleado;2720000,0;2720000,0;normal;Referido;542,0;False;0;Android
CL00953;2024-01-24;Bogotá D.C.;Bogotá;23;M;2;Bachiller;Comerciante;2980000,0;2980000,0;normal;Campaña digital;593,0;False;1;Android
CL00954;2023-04-03;Bogotá D.C.;Bogotá;50;F;3;Posgrado;Empleado;2200000,0;2200000,0;normal;App orgánico;619,0;False;0;Android
CL00956;2024-08-12;Caldas;Manizales;47;F;6;Bachiller;Microempresario;4820000,0;4820000,0;normal;Aliado comercial;799,0;True;2;Android
CL00957;2024-11-13;Valle del Cauca;Cali;39;M;4;Universitario;Empleado;4490000,0;4490000,0;normal;Campaña digital;698,0;False;1;Android
CL00958;2024-11-21;Antioquia;Medellín;41;F;1;Sin información;Empleado;3010000,0;3010000,0;normal;Aliado comercial;588,0;True;2;Android
CL00960;2023-11-16;Cundinamarca;Soacha;40;F;3;Sin información;Conductor/Repartidor;3360000,0;3360000,0;normal;Referido;552,0;False;0;Android
CL00961;2025-12-04;Antioquia;Medellín;42;F;1;Técnico/Tecnólogo;Comerciante;2640000,0;2640000,0;normal;Campaña digital;575,0;True;1;Android
CL00962;2025-12-16;Cundinamarca;Soacha;49;F;2;Bachiller;Empleado;3220000,0;3220000,0;normal;Aliado comercial;708,0;False;0;Android
CL00963;2023-10-03;Caldas;Manizales;38;F;1;Técnico/Tecnólogo;Independiente;1910000,0;1910000,0;normal;Aliado comercial;571,0;True;1;Android
CL00964;2025-12-10;Santander;Bucaramanga;43;F;2;Universitario;Independiente;1930000,0;1930000,0;normal;App orgánico;625,0;False;2;iOS
CL00965;2023-11-09;Risaralda;Pereira;35;F;5;Bachiller;Comerciante;2570000,0;2570000,0;normal;Aliado comercial;557,0;True;3;Android
CL00966;2025-09-26;Risaralda;Pereira;50;F;3;Universitario;Empleado;2570000,0;2570000,0;normal;Aliado comercial;671,0;False;2;Android
CL00968;2025-08-19;Tolima;Ibagué;54;M;2;Bachiller;Independiente;2290000,0;2290000,0;normal;Aliado comercial;672,0;True;3;Android
CL00969;2023-03-13;Antioquia;Medellín;36;M;2;Bachiller;Empleado;2570000,0;2570000,0;normal;App orgánico;686,0;False;0;Android
CL00970;2025-06-09;Antioquia;Medellín;22;F;2;Bachiller;Conductor/Repartidor;2220000,0;2220000,0;normal;Campaña digital;508,0;False;1;Android
CL00971;2024-07-10;Atlántico;Barranquilla;37;F;3;Técnico/Tecnólogo;Conductor/Repartidor;2340000,0;2340000,0;normal;Call center;481,0;False;0;Android
CL00972;2024-10-21;Bogotá D.C.;Bogotá;29;F;3;Bachiller;Desempleado;760000,0;760000,0;normal;Aliado comercial;405,0;False;2;Android
CL00973;2025-01-11;Risaralda;Pereira;44;M;5;Técnico/Tecnólogo;Conductor/Repartidor;4660000,0;4660000,0;normal;App orgánico;587,0;False;1;Android
CL00975;2023-08-12;Valle del Cauca;Cali;32;F;3;Bachiller;Empleado;1730000,0;1730000,0;normal;Aliado comercial;485,0;False;2;Android
CL00978;2024-06-24;Tolima;Ibagué;19;M;2;Sin información;Empleado;2570000,0;2570000,0;normal;App orgánico;576,0;False;1;Android
CL00979;2023-01-28;Santander;Bucaramanga;20;M;2;Técnico/Tecnólogo;Comerciante;1260000,0;1260000,0;normal;App orgánico;494,0;False;2;Android
CL00980;2024-12-08;Valle del Cauca;Cali;44;M;5;Universitario;Empleado;2870000,0;2870000,0;normal;Campaña digital;673,0;True;3;Android
CL00981;2024-04-03;Bogotá D.C.;Bogotá;44;M;3;Técnico/Tecnólogo;Comerciante;4280000,0;4280000,0;normal;App orgánico;694,0;False;0;Android
CL00982;2023-07-26;Valle del Cauca;Cali;40;M;1;Universitario;Empleado;1810000,0;1810000,0;normal;App orgánico;554,0;False;0;iOS
CL00983;2024-10-22;Santander;Bucaramanga;26;M;4;Universitario;Independiente;2950000,0;2950000,0;normal;Campaña digital;569,0;False;1;iOS
CL00984;2024-02-07;Antioquia;Medellín;36;F;2;Técnico/Tecnólogo;Estudiante;1970000,0;1970000,0;normal;App orgánico;539,0;False;1;iOS
CL00985;2025-12-15;Antioquia;Medellín;36;F;4;Bachiller;Comerciante;2180000,0;2180000,0;normal;Aliado comercial;461,0;True;2;Android
CL00986;2024-05-04;Bolívar;Cartagena;24;M;2;Universitario;Independiente;1960000,0;1960000,0;normal;App orgánico;588,0;True;0;Android
CL00987;2025-07-12;Cundinamarca;Soacha;51;F;2;Técnico/Tecnólogo;Empleado;2260000,0;2260000,0;normal;Referido;661,0;False;2;Android
CL00988;2024-12-24;Valle del Cauca;Cali;45;M;2;Universitario;Pensionado;3400000,0;3400000,0;normal;Referido;555,0;False;3;Android
CL00989;2024-08-14;Bogotá D.C.;Bogotá;34;M;2;Bachiller;Comerciante;2480000,0;2480000,0;normal;App orgánico;582,0;False;0;Android
CL00990;2025-11-28;Santander;Bucaramanga;36;M;3;Técnico/Tecnólogo;Empleado;2260000,0;2260000,0;normal;App orgánico;588,0;True;1;Android
CL00991;2023-06-18;Tolima;Ibagué;38;M;5;Bachiller;Empleado;3900000,0;3900000,0;normal;Aliado comercial;629,0;True;3;Android
CL00992;2024-05-14;Tolima;Ibagué;19;F;3;Universitario;Conductor/Repartidor;2680000,0;2680000,0;normal;Campaña digital;510,0;True;1;Android
CL00994;2025-01-30;Valle del Cauca;Cali;29;M;3;Universitario;Microempresario;3570000,0;3570000,0;normal;Call center;590,0;True;4;Android
CL00995;2025-02-15;Bogotá D.C.;Bogotá;26;F;1;Bachiller;Empleado;2640000,0;2640000,0;normal;Campaña digital;449,0;False;1;Android
CL00996;2025-09-12;Risaralda;Pereira;33;M;3;Universitario;Empleado;2880000,0;2880000,0;normal;App orgánico;642,0;False;0;Android
CL00999;2025-11-02;Bogotá D.C.;Bogotá;30;M;3;Técnico/Tecnólogo;Empleado;2340000,0;2340000,0;normal;Campaña digital;650,0;False;3;Android
CL01000;2025-06-19;Bogotá D.C.;Bogotá;42;M;3;Bachiller;Empleado;3740000,0;3740000,0;normal;App orgánico;676,0;False;0;Android
CL01001;2024-12-06;Cundinamarca;Soacha;50;F;4;Bachiller;Comerciante;4240000,0;4240000,0;normal;Referido;688,0;False;1;Android
CL01002;2025-07-11;Bolívar;Cartagena;45;F;1;Sin información;Microempresario;1670000,0;1670000,0;normal;App orgánico;537,0;False;3;Android
CL01003;2025-10-05;Antioquia;Medellín;37;M;2;Sin información;Pensionado;3040000,0;3040000,0;normal;Aliado comercial;573,0;False;0;Android
CL01004;2025-09-07;Bogotá D.C.;Bogotá;30;F;2;Bachiller;Microempresario;5760000,0;5760000,0;normal;App orgánico;634,0;False;0;Android
CL01005;2023-02-25;Antioquia;Medellín;43;F;2;Técnico/Tecnólogo;Independiente;2120000,0;2120000,0;normal;Aliado comercial;564,0;False;0;Android
CL01006;2024-03-20;Bogotá D.C.;Bogotá;40;F;2;Universitario;Independiente;3570000,0;3570000,0;normal;App orgánico;532,0;True;4;Android
CL01007;2023-08-02;Risaralda;Pereira;45;F;4;Universitario;Empleado;2100000,0;2100000,0;normal;Campaña digital;585,0;True;0;Android
CL01009;2024-09-25;Atlántico;Barranquilla;46;F;4;Bachiller;Conductor/Repartidor;1790000,0;1790000,0;normal;Campaña digital;634,0;True;2;Android
CL01010;2024-12-07;Bogotá D.C.;Medellín;31;M;1;Técnico/Tecnólogo;Empleado;1660000,0;1660000,0;normal;Campaña digital;488,0;True;1;iOS
CL01012;2025-04-03;Antioquia;Medellín;38;F;1;Sin información;Empleado;3270000,0;3270000,0;normal;Campaña digital;609,0;False;0;Android
CL01013;2024-11-21;Bolívar;Cartagena;57;F;3;Universitario;Independiente;2950000,0;2950000,0;normal;Campaña digital;634,0;False;2;Web
CL01014;2023-02-16;Bogotá D.C.;Bogotá;29;M;1;Bachiller;Independiente;1420000,0;1420000,0;normal;Referido;500,0;False;0;iOS
CL01015;2025-03-15;Caldas;Manizales;53;F;3;Universitario;Desempleado;620000,0;620000,0;normal;Campaña digital;538,0;False;0;Android
CL01016;2025-04-06;Valle del Cauca;Cali;38;F;4;Universitario;Empleado;6110000,0;6110000,0;normal;Campaña digital;711,0;True;0;iOS
CL01017;2024-08-16;Bogotá D.C.;Bogotá;29;M;1;Universitario;Conductor/Repartidor;2240000,0;2240000,0;normal;Campaña digital;436,0;False;2;iOS
CL01018;2024-02-09;Bolívar;Cartagena;82;F;2;Bachiller;Empleado;2320000,0;2320000,0;normal;App orgánico;719,0;False;0;Android
CL01019;2024-04-10;Atlántico;Barranquilla;33;M;2;Bachiller;Empleado;2570000,0;2570000,0;normal;App orgánico;547,0;True;2;Android
CL01020;2024-12-27;Bogotá D.C.;Bogotá;40;M;4;Sin información;Empleado;3520000,0;3520000,0;normal;App orgánico;592,0;False;2;Android
CL01021;2025-10-10;Santander;Bucaramanga;41;M;2;Bachiller;Independiente;2260000,0;2260000,0;normal;Campaña digital;504,0;True;2;Android
CL01022;2023-07-05;Cundinamarca;Soacha;30;F;3;Sin información;Microempresario;4380000,0;4380000,0;normal;Aliado comercial;747,0;False;3;Android
CL01025;2025-08-12;Bogotá D.C.;Bogotá;53;M;5;Técnico/Tecnólogo;Microempresario;4860000,0;4860000,0;normal;Campaña digital;675,0;True;1;Android
CL01026;2023-04-12;Bogotá D.C.;Bogotá;40;M;4;Técnico/Tecnólogo;Independiente;5880000,0;5880000,0;normal;Referido;766,0;False;1;Web
CL01028;2023-07-30;Antioquia;Medellín;37;M;1;Universitario;Empleado;1510000,0;1510000,0;normal;Campaña digital;591,0;True;3;Android
CL01029;2023-12-15;Norte de Santander;Cúcuta;42;M;3;Bachiller;Microempresario;3150000,0;3150000,0;normal;Call center;577,0;False;0;Web
CL01030;2025-05-31;Bogotá D.C.;Bogotá;26;F;3;Técnico/Tecnólogo;Independiente;1450000,0;1450000,0;normal;Campaña digital;550,0;True;2;Web
CL01031;2024-01-14;Santander;Bucaramanga;33;F;3;Técnico/Tecnólogo;Comerciante;2640000,0;2640000,0;normal;Call center;516,0;False;4;Android
CL01032;2024-06-14;Antioquia;Medellín;19;M;3;Bachiller;Conductor/Repartidor;4140000,0;4140000,0;normal;Campaña digital;557,0;False;4;Android
CL01033;2024-01-31;Santander;Bucaramanga;40;F;1;Bachiller;Conductor/Repartidor;1180000,0;1180000,0;normal;Call center;383,0;False;0;Android
CL01035;2024-10-16;Atlántico;Barranquilla;31;M;2;Bachiller;Pensionado;1670000,0;1670000,0;normal;Aliado comercial;543,0;False;1;Android
CL01036;2023-10-18;Cundinamarca;Soacha;52;M;4;Universitario;Desempleado;700000,0;700000,0;normal;App orgánico;562,0;False;0;Android
CL01037;2024-03-29;Valle del Cauca;Cali;24;F;2;Posgrado;Comerciante;1560000,0;1560000,0;normal;App orgánico;601,0;True;2;Android
CL01038;2023-05-13;Atlántico;Barranquilla;21;F;1;Universitario;Estudiante;670000,0;670000,0;normal;App orgánico;395,0;False;3;iOS
CL01040;2025-03-06;Atlántico;Barranquilla;46;M;4;Técnico/Tecnólogo;Empleado;2870000,0;2870000,0;normal;Referido;717,0;False;1;iOS
CL01041;2024-03-22;Atlántico;Barranquilla;53;F;1;Universitario;Empleado;2280000,0;2280000,0;normal;Referido;616,0;False;1;Android
CL01043;2024-03-27;Bogotá D.C.;Bogotá;47;F;5;Bachiller;Conductor/Repartidor;2550000,0;2550000,0;normal;Campaña digital;526,0;False;1;Android
CL01044;2024-02-27;Antioquia;Medellín;36;M;2;Bachiller;Empleado;2570000,0;2570000,0;normal;Aliado comercial;537,0;False;1;iOS
CL01045;2023-03-16;Antioquia;Medellín;34;F;4;Universitario;Independiente;2570000,0;2570000,0;normal;App orgánico;627,0;True;0;Android
CL01046;2023-06-29;Atlántico;Barranquilla;45;M;5;Sin información;Independiente;5460000,0;5460000,0;normal;Campaña digital;777,0;False;0;iOS
CL01047;2023-09-27;Bogotá D.C.;Bogotá;43;M;3;Técnico/Tecnólogo;Comerciante;2570000,0;2570000,0;normal;Campaña digital;612,0;False;3;iOS
CL01048;2025-10-24;Santander;Bucaramanga;20;F;2;Bachiller;Independiente;1730000,0;1730000,0;normal;App orgánico;488,0;False;0;Android
CL01051;2023-02-14;Antioquia;Medellín;30;M;2;Bachiller;Independiente;1090000,0;1090000,0;normal;Campaña digital;448,0;True;0;Android
CL01053;2025-08-07;Bogotá D.C.;Bogotá;41;M;3;Técnico/Tecnólogo;Empleado;2080000,0;2080000,0;normal;App orgánico;558,0;False;1;Android
CL01054;2025-11-11;Valle del Cauca;Cali;39;F;3;Sin información;Pensionado;2630000,0;2630000,0;normal;Campaña digital;622,0;False;3;Web
CL01055;2024-08-09;Bolívar;Cartagena;30;M;2;Universitario;Comerciante;2240000,0;2240000,0;normal;App orgánico;486,0;False;2;Android
CL01056;2023-09-12;Antioquia;Medellín;29;F;4;Técnico/Tecnólogo;Independiente;1430000,0;1430000,0;normal;App orgánico;574,0;False;3;Android
CL01058;2023-04-30;Antioquia;Medellín;48;M;3;Bachiller;Desempleado;650000,0;650000,0;normal;Campaña digital;488,0;False;1;Android
CL01059;2023-09-25;Atlántico;Barranquilla;41;M;3;Sin información;Empleado;4680000,0;4680000,0;normal;Call center;667,0;False;1;Android
CL01061;2025-01-08;Norte de Santander;Cúcuta;44;F;2;Bachiller;Independiente;1260000,0;1260000,0;normal;Referido;570,0;True;4;Android
CL01062;2025-01-10;Bogotá D.C.;Bogotá;19;M;2;Técnico/Tecnólogo;Empleado;1870000,0;1870000,0;normal;App orgánico;543,0;True;2;Android
CL01063;2024-05-28;Meta;Villavicencio;47;M;4;Bachiller;Independiente;3220000,0;3220000,0;normal;Aliado comercial;630,0;False;1;Web
CL01064;2024-01-06;Bogotá D.C.;Bogotá;19;F;2;Universitario;Empleado;2760000,0;2760000,0;normal;Referido;711,0;False;0;iOS
CL01065;2024-04-06;Atlántico;Barranquilla;32;F;3;Universitario;Conductor/Repartidor;1400000,0;1400000,0;normal;Referido;596,0;False;2;Android
CL01066;2025-03-03;Valle del Cauca;Cali;25;M;4;Bachiller;Pensionado;2840000,0;2840000,0;normal;Aliado comercial;576,0;True;0;Android
CL01067;2023-11-17;Bolívar;Cartagena;23;F;3;Universitario;Empleado;2200000,0;2200000,0;normal;Campaña digital;575,0;False;1;Android
CL01070;2024-03-08;Bogotá D.C.;Bogotá;39;F;3;Universitario;Microempresario;3660000,0;3660000,0;normal;Aliado comercial;720,0;False;1;Android
CL01071;2025-05-23;Risaralda;Pereira;36;F;6;Técnico/Tecnólogo;Independiente;2920000,0;2920000,0;normal;Campaña digital;696,0;False;1;iOS
CL01072;2023-11-06;Valle del Cauca;Cali;41;M;5;Técnico/Tecnólogo;Empleado;4200000,0;4200000,0;normal;Aliado comercial;626,0;False;1;Android
CL01073;2025-02-16;Norte de Santander;Cúcuta;37;M;3;Técnico/Tecnólogo;Comerciante;1360000,0;1360000,0;normal;Referido;601,0;False;1;Android
CL01075;2023-09-25;Bogotá D.C.;Bogotá;46;M;4;Técnico/Tecnólogo;Empleado;6870000,0;6870000,0;normal;Campaña digital;799,0;False;1;Android
CL01078;2024-11-15;Norte de Santander;Cúcuta;32;M;3;Universitario;Empleado;4620000,0;4620000,0;normal;Campaña digital;613,0;False;2;Android
CL01080;2025-08-19;Bogotá D.C.;Bogotá;45;F;2;Técnico/Tecnólogo;Independiente;3260000,0;3260000,0;normal;App orgánico;637,0;True;1;iOS
CL01082;2023-06-28;Caldas;Manizales;33;M;2;Técnico/Tecnólogo;Comerciante;3040000,0;3040000,0;normal;Campaña digital;507,0;False;2;Android
CL01083;2023-09-17;Cundinamarca;Soacha;33;F;2;Técnico/Tecnólogo;Empleado;1320000,0;1320000,0;normal;Aliado comercial;494,0;True;2;Android
CL01084;2024-04-21;Santander;Bucaramanga;57;F;2;Sin información;Pensionado;1860000,0;1860000,0;normal;Aliado comercial;553,0;False;0;iOS
CL01086;2023-05-12;Valle del Cauca;Cali;40;M;1;Universitario;Conductor/Repartidor;1460000,0;1460000,0;normal;Aliado comercial;365,0;False;4;Android
CL01087;2023-02-23;Bogotá D.C.;Bogotá;46;M;5;Bachiller;Comerciante;3690000,0;3690000,0;normal;Campaña digital;703,0;False;1;Android
CL01089;2024-04-25;Bogotá D.C.;Bogotá;33;M;1;Posgrado;Estudiante;1290000,0;1290000,0;normal;App orgánico;504,0;True;0;Android
CL01093;2024-10-19;Cundinamarca;Soacha;43;M;4;Universitario;Empleado;3930000,0;3930000,0;normal;Referido;589,0;True;2;Android
CL01095;2023-02-03;Valle del Cauca;Cali;43;F;3;Técnico/Tecnólogo;Empleado;2740000,0;2740000,0;normal;Call center;615,0;True;0;Android
CL01096;2023-09-30;Valle del Cauca;Cali;35;F;2;Universitario;Comerciante;1470000,0;1470000,0;normal;Aliado comercial;555,0;False;2;Android
CL01097;2024-09-23;Bolívar;Cartagena;37;M;3;Bachiller;Comerciante;2920000,0;2920000,0;normal;Campaña digital;583,0;False;0;iOS
CL01098;2025-10-04;Valle del Cauca;Cali;19;M;3;Técnico/Tecnólogo;Comerciante;2070000,0;2070000,0;normal;App orgánico;561,0;False;2;iOS
CL01099;2025-11-09;Bogotá D.C.;Bogotá;45;M;1;Bachiller;Empleado;1030000,0;1030000,0;normal;App orgánico;523,0;False;0;Android
CL01100;2025-05-14;Valle del Cauca;Cali;39;F;4;Técnico/Tecnólogo;Empleado;9200000,0;7082400,000000003;outlier_real;Campaña digital;812,0;False;1;Android
CL01101;2024-02-20;Bogotá D.C.;Bogotá;46;F;5;Posgrado;Desempleado;1880000,0;1880000,0;normal;Aliado comercial;616,0;True;1;Web
CL01102;2025-12-30;Santander;Bucaramanga;19;M;2;Técnico/Tecnólogo;Conductor/Repartidor;1390000,0;1390000,0;normal;Referido;446,0;False;1;Android
CL01103;2025-08-27;Atlántico;Barranquilla;57;M;2;Universitario;Conductor/Repartidor;4130000,0;4130000,0;normal;App orgánico;668,0;True;1;Android
CL01104;2023-04-17;Bogotá D.C.;Bogotá;35;F;2;Técnico/Tecnólogo;Independiente;1180000,0;1180000,0;normal;App orgánico;484,0;False;0;Android
CL01106;2025-09-14;Atlántico;Barranquilla;26;M;2;Técnico/Tecnólogo;Conductor/Repartidor;1490000,0;1490000,0;normal;Campaña digital;469,0;False;2;Android
CL01107;2023-02-18;Bogotá D.C.;Bogotá;42;M;2;Sin información;Conductor/Repartidor;1140000,0;1140000,0;normal;Campaña digital;567,0;False;0;Android
CL01108;2023-03-17;Atlántico;Barranquilla;25;M;2;Universitario;Estudiante;1180000,0;1180000,0;normal;Campaña digital;488,0;True;1;iOS
CL01109;2023-06-04;Valle del Cauca;Cali;30;F;2;Universitario;Empleado;2310000,0;2310000,0;normal;Campaña digital;588,0;False;0;Android
CL01111;2025-05-07;Antioquia;Medellín;34;M;2;Universitario;Independiente;1980000,0;1980000,0;normal;Referido;398,0;True;1;Android
CL01112;2025-09-17;Bogotá D.C.;Bogotá;38;F;2;Técnico/Tecnólogo;Empleado;1750000,0;1750000,0;normal;Referido;469,0;False;4;Android
